;team;date;attaque;milieu;defense;budget_transfert
6459;AS Rome FIFA 20;24 Juin 2020 ;84;78;78;€41.000.000
6460;Atalanta FIFA 20;24 Juin 2020 ;82;79;77;€12.000.000
6461;Torino FIFA 20;24 Juin 2020 ;79;76;77;€15.000.000
6462;Cagliari FIFA 20;24 Juin 2020 ;78;76;73;€10.000.000
6463;Fiorentina FIFA 20;24 Juin 2020 ;76;74;75;€23.000.000
6464;Udinese FIFA 20;24 Juin 2020 ;75;75;74;€8.000.000
6465;Genoa FIFA 20;24 Juin 2020 ;75;74;75;€8.500.000
6466;Sampdoria FIFA 20;24 Juin 2020 ;78;73;73;€14.000.000
6467;Sassuolo FIFA 20;24 Juin 2020 ;77;75;71;€16.000.000
6468;Parma FIFA 20;24 Juin 2020 ;75;74;73;€8.000.000
6469;Bologne FIFA 20;24 Juin 2020 ;74;76;73;€15.000.000
6470;Hellas Vérone FIFA 20;24 Juin 2020 ;74;75;74;€8.000.000
6471;SPAL FIFA 20;24 Juin 2020 ;75;71;71;€5.000.000
6472;Brescia FIFA 20;24 Juin 2020 ;74;72;70;€5.000.000
6473;Lecce FIFA 20;24 Juin 2020 ;72;71;72;€6.000.000
6474;Juventus FIFA 20;27 Mai 2020 ;89;84;85;€90.000.000
6475;Naples FIFA 20;27 Mai 2020 ;84;81;81;€49.500.000
6476;Inter FIFA 20;27 Mai 2020 ;83;80;86;€53.000.000
6477;Lazio Rome FIFA 20;27 Mai 2020 ;82;81;80;€21.000.000
6478;Milan FIFA 20;27 Mai 2020 ;85;78;79;€39.000.000
6479;AS Rome FIFA 20;27 Mai 2020 ;84;78;78;€41.000.000
6480;Atalanta FIFA 20;27 Mai 2020 ;82;79;77;€12.000.000
6481;Torino FIFA 20;27 Mai 2020 ;79;76;77;€15.000.000
6482;Cagliari FIFA 20;27 Mai 2020 ;78;76;73;€10.000.000
6483;Fiorentina FIFA 20;27 Mai 2020 ;76;74;75;€23.000.000
6484;Udinese FIFA 20;27 Mai 2020 ;75;75;74;€8.000.000
6485;Genoa FIFA 20;27 Mai 2020 ;75;74;75;€8.500.000
6486;Sampdoria FIFA 20;27 Mai 2020 ;78;73;73;€14.000.000
6487;Sassuolo FIFA 20;27 Mai 2020 ;77;75;71;€16.000.000
6488;Parma FIFA 20;27 Mai 2020 ;75;74;73;€8.000.000
6489;Bologne FIFA 20;27 Mai 2020 ;74;76;73;€15.000.000
6490;Hellas Vérone FIFA 20;27 Mai 2020 ;74;75;74;€8.000.000
6491;SPAL FIFA 20;27 Mai 2020 ;75;71;71;€5.000.000
6492;Brescia FIFA 20;27 Mai 2020 ;74;72;70;€5.000.000
6493;Lecce FIFA 20;27 Mai 2020 ;72;71;72;€6.000.000
6494;Juventus FIFA 20;29 Avril 2020 ;89;84;85;€90.000.000
6495;Naples FIFA 20;29 Avril 2020 ;84;81;81;€49.500.000
6496;Inter FIFA 20;29 Avril 2020 ;83;80;86;€53.000.000
6497;Lazio Rome FIFA 20;29 Avril 2020 ;82;81;80;€21.000.000
6498;Milan FIFA 20;29 Avril 2020 ;85;78;79;€39.000.000
6499;AS Rome FIFA 20;29 Avril 2020 ;84;78;78;€41.000.000
6500;Atalanta FIFA 20;29 Avril 2020 ;82;79;77;€12.000.000
6501;Torino FIFA 20;29 Avril 2020 ;79;76;77;€15.000.000
6502;Cagliari FIFA 20;29 Avril 2020 ;78;76;73;€10.000.000
6503;Fiorentina FIFA 20;29 Avril 2020 ;76;74;75;€23.000.000
6504;Udinese FIFA 20;29 Avril 2020 ;75;75;74;€8.000.000
6505;Genoa FIFA 20;29 Avril 2020 ;75;74;75;€8.500.000
6506;Sampdoria FIFA 20;29 Avril 2020 ;78;73;73;€14.000.000
6507;Sassuolo FIFA 20;29 Avril 2020 ;77;75;71;€16.000.000
6508;Parma FIFA 20;29 Avril 2020 ;75;74;73;€8.000.000
6509;Bologne FIFA 20;29 Avril 2020 ;74;76;73;€15.000.000
6510;Hellas Vérone FIFA 20;29 Avril 2020 ;74;75;74;€8.000.000
6511;SPAL FIFA 20;29 Avril 2020 ;75;71;71;€5.000.000
6512;Brescia FIFA 20;29 Avril 2020 ;74;72;70;€5.000.000
6513;Lecce FIFA 20;29 Avril 2020 ;72;71;72;€6.000.000
6514;Juventus FIFA 20;30 Mars 2020 ;89;84;85;€90.000.000
6515;Naples FIFA 20;30 Mars 2020 ;84;81;81;€49.500.000
6516;Inter FIFA 20;30 Mars 2020 ;83;80;86;€53.000.000
6517;Lazio Rome FIFA 20;30 Mars 2020 ;82;81;80;€21.000.000
6518;Milan FIFA 20;30 Mars 2020 ;85;78;79;€39.000.000
6519;AS Rome FIFA 20;30 Mars 2020 ;84;78;78;€41.000.000
6520;Atalanta FIFA 20;30 Mars 2020 ;82;79;77;€12.000.000
6521;Torino FIFA 20;30 Mars 2020 ;79;76;78;€15.000.000
6522;Cagliari FIFA 20;30 Mars 2020 ;78;76;73;€10.000.000
6523;Fiorentina FIFA 20;30 Mars 2020 ;76;74;75;€23.000.000
6524;Genoa FIFA 20;30 Mars 2020 ;75;74;75;€8.500.000
6525;Bologne FIFA 20;30 Mars 2020 ;74;76;74;€15.000.000
6526;Sampdoria FIFA 20;30 Mars 2020 ;78;74;73;€14.000.000
6527;Sassuolo FIFA 20;30 Mars 2020 ;76;74;71;€16.000.000
6528;Udinese FIFA 20;30 Mars 2020 ;75;75;74;€8.000.000
6529;Parma FIFA 20;30 Mars 2020 ;74;74;72;€8.000.000
6530;Hellas Vérone FIFA 20;30 Mars 2020 ;73;75;73;€8.000.000
6531;SPAL FIFA 20;30 Mars 2020 ;75;72;72;€5.000.000
6532;Brescia FIFA 20;30 Mars 2020 ;75;73;70;€5.000.000
6533;Lecce FIFA 20;30 Mars 2020 ;72;71;72;€6.000.000
6534;Juventus FIFA 20;24 Février 2020 ;89;84;85;€90.000.000
6535;Naples FIFA 20;24 Février 2020 ;84;82;81;€49.500.000
6536;Inter FIFA 20;24 Février 2020 ;83;80;86;€53.000.000
6537;Lazio Rome FIFA 20;24 Février 2020 ;82;81;80;€21.000.000
6538;AS Rome FIFA 20;24 Février 2020 ;84;78;78;€41.000.000
6539;Atalanta FIFA 20;24 Février 2020 ;82;79;77;€12.000.000
6540;Milan FIFA 20;24 Février 2020 ;79;78;79;€39.000.000
6541;Torino FIFA 20;24 Février 2020 ;79;76;78;€15.000.000
6542;Cagliari FIFA 20;24 Février 2020 ;79;76;73;€10.000.000
6543;Fiorentina FIFA 20;24 Février 2020 ;76;74;75;€23.000.000
6544;Genoa FIFA 20;24 Février 2020 ;75;74;75;€8.500.000
6545;Bologne FIFA 20;24 Février 2020 ;74;76;73;€15.000.000
6546;Sampdoria FIFA 20;24 Février 2020 ;78;74;73;€14.000.000
6547;Sassuolo FIFA 20;24 Février 2020 ;76;74;71;€16.000.000
6548;Udinese FIFA 20;24 Février 2020 ;75;75;74;€8.000.000
6549;Parma FIFA 20;24 Février 2020 ;74;74;72;€8.000.000
6550;Hellas Vérone FIFA 20;24 Février 2020 ;73;75;73;€8.000.000
6551;SPAL FIFA 20;24 Février 2020 ;75;72;72;€5.000.000
6552;Brescia FIFA 20;24 Février 2020 ;75;73;70;€5.000.000
6553;Lecce FIFA 20;24 Février 2020 ;72;72;72;€6.000.000
6554;Juventus FIFA 20;30 Janvier 2020 ;89;84;84;€90.000.000
6555;Naples FIFA 20;30 Janvier 2020 ;84;82;81;€49.500.000
6556;Inter FIFA 20;30 Janvier 2020 ;83;80;85;€53.000.000
6557;Lazio Rome FIFA 20;30 Janvier 2020 ;82;81;79;€21.000.000
6558;AS Rome FIFA 20;30 Janvier 2020 ;84;78;80;€41.000.000
6559;Milan FIFA 20;30 Janvier 2020 ;80;78;79;€39.000.000
6560;Atalanta FIFA 20;30 Janvier 2020 ;82;79;77;€12.000.000
6561;Torino FIFA 20;30 Janvier 2020 ;79;77;78;€15.000.000
6562;Cagliari FIFA 20;30 Janvier 2020 ;79;76;73;€10.000.000
6563;Fiorentina FIFA 20;30 Janvier 2020 ;77;75;77;€23.000.000
6564;Sampdoria FIFA 20;30 Janvier 2020 ;77;74;74;€14.000.000
6565;Sassuolo FIFA 20;30 Janvier 2020 ;76;75;71;€16.000.000
6566;Udinese FIFA 20;30 Janvier 2020 ;75;75;74;€8.000.000
6567;Bologne FIFA 20;30 Janvier 2020 ;74;76;74;€15.000.000
6568;Genoa FIFA 20;30 Janvier 2020 ;74;73;75;€8.500.000
6569;Parma FIFA 20;30 Janvier 2020 ;74;74;72;€8.000.000
6570;SPAL FIFA 20;30 Janvier 2020 ;74;71;72;€5.000.000
6571;Hellas Vérone FIFA 20;30 Janvier 2020 ;73;75;72;€8.000.000
6572;Brescia FIFA 20;30 Janvier 2020 ;75;73;70;€5.000.000
6573;Lecce FIFA 20;30 Janvier 2020 ;72;72;72;€6.000.000
6574;Juventus FIFA 20;23 Décembre 2019 ;87;84;84;€90.000.000
6575;Naples FIFA 20;23 Décembre 2019 ;83;84;81;€49.500.000
6576;Inter FIFA 20;23 Décembre 2019 ;83;79;86;€53.000.000
6577;Lazio Rome FIFA 20;23 Décembre 2019 ;81;81;79;€21.000.000
6578;AS Rome FIFA 20;23 Décembre 2019 ;80;78;80;€41.000.000
6579;Milan FIFA 20;23 Décembre 2019 ;80;78;78;€39.000.000
6580;Atalanta FIFA 20;23 Décembre 2019 ;82;79;77;€12.000.000
6581;Torino FIFA 20;23 Décembre 2019 ;79;77;78;€15.000.000
6582;Cagliari FIFA 20;23 Décembre 2019 ;77;77;73;€10.000.000
6583;Fiorentina FIFA 20;23 Décembre 2019 ;73;75;77;€23.000.000
6584;Sampdoria FIFA 20;23 Décembre 2019 ;79;75;73;€14.000.000
6585;Udinese FIFA 20;23 Décembre 2019 ;76;75;74;€8.000.000
6586;Sassuolo FIFA 20;23 Décembre 2019 ;76;75;70;€16.000.000
6587;Bologne FIFA 20;23 Décembre 2019 ;75;77;74;€15.000.000
6588;Genoa FIFA 20;23 Décembre 2019 ;70;74;74;€8.500.000
6589;Hellas Vérone FIFA 20;23 Décembre 2019 ;73;75;72;€8.000.000
6590;SPAL FIFA 20;23 Décembre 2019 ;75;71;72;€5.000.000
6591;Parma FIFA 20;23 Décembre 2019 ;74;74;72;€8.000.000
6592;Brescia FIFA 20;23 Décembre 2019 ;74;73;69;€5.000.000
6593;Lecce FIFA 20;23 Décembre 2019 ;72;70;71;€6.000.000
6594;Juventus FIFA 20;21 Novembre 2019 ;87;84;84;€90.000.000
6595;Naples FIFA 20;21 Novembre 2019 ;84;84;81;€49.500.000
6596;Inter FIFA 20;21 Novembre 2019 ;83;79;86;€53.000.000
6597;Lazio Rome FIFA 20;21 Novembre 2019 ;81;81;80;€21.000.000
6598;Milan FIFA 20;21 Novembre 2019 ;80;79;79;€39.000.000
6599;AS Rome FIFA 20;21 Novembre 2019 ;80;78;80;€41.000.000
6600;Atalanta FIFA 20;21 Novembre 2019 ;82;78;78;€12.000.000
6601;Torino FIFA 20;21 Novembre 2019 ;80;77;78;€15.000.000
6602;Fiorentina FIFA 20;21 Novembre 2019 ;78;75;77;€23.000.000
6603;Cagliari FIFA 20;21 Novembre 2019 ;77;77;73;€10.000.000
6604;Sampdoria FIFA 20;21 Novembre 2019 ;79;75;73;€14.000.000
6605;Udinese FIFA 20;21 Novembre 2019 ;76;75;74;€8.000.000
6606;Bologne FIFA 20;21 Novembre 2019 ;75;77;74;€15.000.000
6607;Sassuolo FIFA 20;21 Novembre 2019 ;75;75;73;€16.000.000
6608;Genoa FIFA 20;21 Novembre 2019 ;73;72;74;€8.500.000
6609;Parma FIFA 20;21 Novembre 2019 ;75;74;72;€8.000.000
6610;SPAL FIFA 20;21 Novembre 2019 ;75;71;72;€5.000.000
6611;Hellas Vérone FIFA 20;21 Novembre 2019 ;73;74;71;€8.000.000
6612;Brescia FIFA 20;21 Novembre 2019 ;74;74;69;€5.000.000
6613;Lecce FIFA 20;21 Novembre 2019 ;72;71;71;€6.000.000
6614;Juventus FIFA 20;30 Octobre 2019 ;86;84;83;€90.000.000
6615;Naples FIFA 20;30 Octobre 2019 ;84;84;81;€49.500.000
6616;Inter FIFA 20;30 Octobre 2019 ;83;79;86;€53.000.000
6617;Lazio Rome FIFA 20;30 Octobre 2019 ;81;81;80;€21.000.000
6618;Milan FIFA 20;30 Octobre 2019 ;80;80;79;€39.000.000
6619;AS Rome FIFA 20;30 Octobre 2019 ;80;78;80;€41.000.000
6620;Atalanta FIFA 20;30 Octobre 2019 ;82;78;78;€12.000.000
6621;Torino FIFA 20;30 Octobre 2019 ;80;77;78;€15.000.000
6622;Fiorentina FIFA 20;30 Octobre 2019 ;78;75;77;€23.000.000
6623;Cagliari FIFA 20;30 Octobre 2019 ;76;77;72;€10.000.000
6624;Sampdoria FIFA 20;30 Octobre 2019 ;77;75;75;€14.000.000
6625;Udinese FIFA 20;30 Octobre 2019 ;76;75;74;€8.000.000
6626;Bologne FIFA 20;30 Octobre 2019 ;75;77;74;€15.000.000
6627;Sassuolo FIFA 20;30 Octobre 2019 ;75;74;73;€16.000.000
6628;Genoa FIFA 20;30 Octobre 2019 ;73;75;77;€8.500.000
6629;Parma FIFA 20;30 Octobre 2019 ;75;74;72;€8.000.000
6630;SPAL FIFA 20;30 Octobre 2019 ;75;71;72;€5.000.000
6631;Hellas Vérone FIFA 20;30 Octobre 2019 ;73;74;70;€8.000.000
6632;Brescia FIFA 20;30 Octobre 2019 ;75;73;69;€5.000.000
6633;Lecce FIFA 20;30 Octobre 2019 ;72;71;71;€6.000.000
6634;Juventus FIFA 20;30 Septembre 2019 ;86;84;83;€90.000.000
6635;Naples FIFA 20;30 Septembre 2019 ;84;83;81;€49.500.000
6636;Inter FIFA 20;30 Septembre 2019 ;82;79;86;€53.000.000
6637;Lazio Rome FIFA 20;30 Septembre 2019 ;81;81;79;€21.000.000
6638;Milan FIFA 20;30 Septembre 2019 ;81;80;80;€39.000.000
6639;AS Rome FIFA 20;30 Septembre 2019 ;81;78;80;€41.000.000
6640;Atalanta FIFA 20;30 Septembre 2019 ;82;78;78;€12.000.000
6641;Torino FIFA 20;30 Septembre 2019 ;79;77;78;€15.000.000
6642;Fiorentina FIFA 20;30 Septembre 2019 ;78;74;77;€23.000.000
6643;Cagliari FIFA 20;30 Septembre 2019 ;76;77;72;€10.000.000
6644;Sampdoria FIFA 20;30 Septembre 2019 ;79;74;74;€14.000.000
6645;Udinese FIFA 20;30 Septembre 2019 ;76;75;74;€8.000.000
6646;Bologne FIFA 20;30 Septembre 2019 ;75;77;74;€15.000.000
6647;Sassuolo FIFA 20;30 Septembre 2019 ;75;74;73;€16.000.000
6648;Genoa FIFA 20;30 Septembre 2019 ;73;75;76;€8.500.000
6649;Parma FIFA 20;30 Septembre 2019 ;75;74;72;€8.000.000
6650;SPAL FIFA 20;30 Septembre 2019 ;75;72;72;€5.000.000
6651;Hellas Vérone FIFA 20;30 Septembre 2019 ;73;73;69;€8.000.000
6652;Brescia FIFA 20;30 Septembre 2019 ;75;73;69;€5.000.000
6653;Lecce FIFA 20;30 Septembre 2019 ;72;70;71;€6.000.000
6654;Juventus FIFA 20;22 Août 2019 ;87;83;84;€90.000.000
6655;Naples FIFA 20;22 Août 2019 ;85;82;81;€49.500.000
6656;Inter FIFA 20;22 Août 2019 ;83;78;84;€53.000.000
6657;Lazio Rome FIFA 20;22 Août 2019 ;81;81;78;€21.000.000
6658;Milan FIFA 20;22 Août 2019 ;80;79;80;€39.000.000
6659;AS Rome FIFA 20;22 Août 2019 ;80;77;79;€41.000.000
6660;Atalanta FIFA 20;22 Août 2019 ;82;78;78;€12.000.000
6661;Torino FIFA 20;22 Août 2019 ;79;77;77;€15.000.000
6662;Cagliari FIFA 20;22 Août 2019 ;77;77;71;€10.000.000
6663;Sampdoria FIFA 20;22 Août 2019 ;77;73;75;€14.000.000
6664;Udinese FIFA 20;22 Août 2019 ;76;75;74;€8.000.000
6665;Bologne FIFA 20;22 Août 2019 ;75;76;74;€15.000.000
6666;Fiorentina FIFA 20;22 Août 2019 ;74;77;76;€23.000.000
6667;Genoa FIFA 20;22 Août 2019 ;74;74;76;€8.500.000
6668;Parma FIFA 20;22 Août 2019 ;75;74;71;€8.000.000
6669;Sassuolo FIFA 20;22 Août 2019 ;74;74;72;€16.000.000
6670;SPAL FIFA 20;22 Août 2019 ;75;72;72;€5.000.000
6671;Hellas Vérone FIFA 20;22 Août 2019 ;73;74;72;€8.000.000
6672;Brescia FIFA 20;22 Août 2019 ;76;71;69;€5.000.000
6673;Lecce FIFA 20;22 Août 2019 ;71;70;71;€6.000.000
6674;Juventus FIFA 19;18 Juillet 2019 ;89;84;85;€90.000.000
6675;Naples FIFA 19;18 Juillet 2019 ;84;83;81;€40.000.000
6676;Inter FIFA 19;18 Juillet 2019 ;83;82;81;€39.000.000
6677;Lazio Rome FIFA 19;18 Juillet 2019 ;81;80;80;€17.500.000
6678;AS Rome FIFA 19;18 Juillet 2019 ;81;79;81;€40.000.000
6679;Milan FIFA 19;18 Juillet 2019 ;80;80;80;€52.000.000
6680;Atalanta FIFA 19;18 Juillet 2019 ;82;77;75;€8.000.000
6681;Torino FIFA 19;18 Juillet 2019 ;81;76;78;€12.000.000
6682;Sampdoria FIFA 19;18 Juillet 2019 ;80;77;75;€14.000.000
6683;Fiorentina FIFA 19;18 Juillet 2019 ;78;76;76;€19.500.000
6684;Bologne FIFA 19;18 Juillet 2019 ;76;76;73;€12.500.000
6685;Udinese FIFA 19;18 Juillet 2019 ;76;75;74;€7.000.000
6686;Cagliari FIFA 19;18 Juillet 2019 ;76;74;73;€6.000.000
6687;Sassuolo FIFA 19;18 Juillet 2019 ;75;74;73;€13.000.000
6688;Genoa FIFA 19;18 Juillet 2019 ;75;75;73;€8.500.000
6689;SPAL FIFA 19;18 Juillet 2019 ;75;74;73;€4.500.000
6690;Parma FIFA 19;18 Juillet 2019 ;74;73;71;€4.000.000
6691;Chievo Vérone FIFA 19;18 Juillet 2019 ;73;74;72;€4.600.000
6692;Empoli FIFA 19;18 Juillet 2019 ;74;72;72;€5.000.000
6693;Frosinone FIFA 19;18 Juillet 2019 ;73;70;72;€7.000.000
6694;Juventus FIFA 19;27 Juin 2019 ;89;84;85;€90.000.000
6695;Naples FIFA 19;27 Juin 2019 ;84;83;81;€40.000.000
6696;Inter FIFA 19;27 Juin 2019 ;83;82;81;€39.000.000
6697;AS Rome FIFA 19;27 Juin 2019 ;82;79;81;€40.000.000
6698;Lazio Rome FIFA 19;27 Juin 2019 ;81;80;80;€17.500.000
6699;Milan FIFA 19;27 Juin 2019 ;80;80;80;€52.000.000
6700;Atalanta FIFA 19;27 Juin 2019 ;82;77;75;€8.000.000
6701;Torino FIFA 19;27 Juin 2019 ;81;76;77;€12.000.000
6702;Sampdoria FIFA 19;27 Juin 2019 ;80;77;75;€14.000.000
6703;Fiorentina FIFA 19;27 Juin 2019 ;78;76;76;€19.500.000
6704;Bologne FIFA 19;27 Juin 2019 ;76;76;73;€12.500.000
6705;Udinese FIFA 19;27 Juin 2019 ;76;75;74;€7.000.000
6706;Cagliari FIFA 19;27 Juin 2019 ;76;74;73;€6.000.000
6707;Sassuolo FIFA 19;27 Juin 2019 ;75;74;73;€13.000.000
6708;Genoa FIFA 19;27 Juin 2019 ;75;75;73;€8.500.000
6709;SPAL FIFA 19;27 Juin 2019 ;75;74;73;€4.500.000
6710;Parma FIFA 19;27 Juin 2019 ;74;73;71;€4.000.000
6711;Chievo Vérone FIFA 19;27 Juin 2019 ;73;74;72;€4.600.000
6712;Empoli FIFA 19;27 Juin 2019 ;74;72;72;€5.000.000
6713;Frosinone FIFA 19;27 Juin 2019 ;73;70;72;€7.000.000
6714;Juventus FIFA 19;30 Mai 2019 ;89;84;85;€90.000.000
6715;Naples FIFA 19;30 Mai 2019 ;84;83;81;€40.000.000
6716;Inter FIFA 19;30 Mai 2019 ;83;82;81;€39.000.000
6717;AS Rome FIFA 19;30 Mai 2019 ;82;79;81;€40.000.000
6718;Lazio Rome FIFA 19;30 Mai 2019 ;81;80;80;€17.500.000
6719;Milan FIFA 19;30 Mai 2019 ;80;80;80;€52.000.000
6720;Atalanta FIFA 19;30 Mai 2019 ;82;77;75;€8.000.000
6721;Torino FIFA 19;30 Mai 2019 ;81;76;77;€12.000.000
6722;Sampdoria FIFA 19;30 Mai 2019 ;80;77;75;€14.000.000
6723;Fiorentina FIFA 19;30 Mai 2019 ;78;76;76;€19.500.000
6724;Bologne FIFA 19;30 Mai 2019 ;76;76;73;€12.500.000
6725;Udinese FIFA 19;30 Mai 2019 ;76;75;74;€7.000.000
6726;Cagliari FIFA 19;30 Mai 2019 ;76;74;73;€6.000.000
6727;Sassuolo FIFA 19;30 Mai 2019 ;75;74;73;€13.000.000
6728;Genoa FIFA 19;30 Mai 2019 ;75;75;73;€8.500.000
6729;SPAL FIFA 19;30 Mai 2019 ;75;74;73;€4.500.000
6730;Parma FIFA 19;30 Mai 2019 ;74;73;71;€4.000.000
6731;Chievo Vérone FIFA 19;30 Mai 2019 ;73;74;72;€4.600.000
6732;Empoli FIFA 19;30 Mai 2019 ;74;72;72;€5.000.000
6733;Frosinone FIFA 19;30 Mai 2019 ;73;70;72;€7.000.000
6734;Juventus FIFA 19;29 Avril 2019 ;89;83;85;€90.000.000
6735;Naples FIFA 19;29 Avril 2019 ;84;83;81;€40.000.000
6736;Inter FIFA 19;29 Avril 2019 ;83;82;81;€39.000.000
6737;Lazio Rome FIFA 19;29 Avril 2019 ;82;81;79;€17.500.000
6738;AS Rome FIFA 19;29 Avril 2019 ;82;79;81;€40.000.000
6739;Milan FIFA 19;29 Avril 2019 ;80;80;80;€52.000.000
6740;Torino FIFA 19;29 Avril 2019 ;81;76;77;€12.000.000
6741;Atalanta FIFA 19;29 Avril 2019 ;82;76;75;€8.000.000
6742;Sampdoria FIFA 19;29 Avril 2019 ;79;77;75;€14.000.000
6743;Fiorentina FIFA 19;29 Avril 2019 ;78;76;76;€19.500.000
6744;Cagliari FIFA 19;29 Avril 2019 ;76;76;73;€6.000.000
6745;Bologne FIFA 19;29 Avril 2019 ;76;76;73;€12.500.000
6746;Udinese FIFA 19;29 Avril 2019 ;75;75;74;€7.000.000
6747;Sassuolo FIFA 19;29 Avril 2019 ;75;74;73;€13.000.000
6748;Genoa FIFA 19;29 Avril 2019 ;75;74;74;€8.500.000
6749;SPAL FIFA 19;29 Avril 2019 ;75;74;73;€4.500.000
6750;Parma FIFA 19;29 Avril 2019 ;74;73;71;€4.000.000
6751;Chievo Vérone FIFA 19;29 Avril 2019 ;72;74;72;€4.600.000
6752;Empoli FIFA 19;29 Avril 2019 ;74;72;72;€5.000.000
6753;Frosinone FIFA 19;29 Avril 2019 ;73;70;72;€7.000.000
6754;Juventus FIFA 19;28 Mars 2019 ;89;83;85;€90.000.000
6755;Inter FIFA 19;28 Mars 2019 ;87;82;81;€39.000.000
6756;Naples FIFA 19;28 Mars 2019 ;84;83;81;€40.000.000
6757;Lazio Rome FIFA 19;28 Mars 2019 ;82;81;79;€17.500.000
6758;AS Rome FIFA 19;28 Mars 2019 ;82;79;82;€40.000.000
6759;Milan FIFA 19;28 Mars 2019 ;80;80;80;€52.000.000
6760;Torino FIFA 19;28 Mars 2019 ;81;76;77;€12.000.000
6761;Atalanta FIFA 19;28 Mars 2019 ;81;76;75;€8.000.000
6762;Sampdoria FIFA 19;28 Mars 2019 ;79;77;75;€14.000.000
6763;Fiorentina FIFA 19;28 Mars 2019 ;78;76;75;€19.500.000
6764;Udinese FIFA 19;28 Mars 2019 ;76;74;74;€7.000.000
6765;Cagliari FIFA 19;28 Mars 2019 ;76;74;73;€6.000.000
6766;Bologne FIFA 19;28 Mars 2019 ;74;76;73;€12.500.000
6767;Genoa FIFA 19;28 Mars 2019 ;75;74;74;€8.500.000
6768;SPAL FIFA 19;28 Mars 2019 ;75;74;72;€4.500.000
6769;Sassuolo FIFA 19;28 Mars 2019 ;74;74;73;€13.000.000
6770;Parma FIFA 19;28 Mars 2019 ;74;73;71;€4.000.000
6771;Chievo Vérone FIFA 19;28 Mars 2019 ;72;73;72;€4.600.000
6772;Empoli FIFA 19;28 Mars 2019 ;74;73;72;€5.000.000
6773;Frosinone FIFA 19;28 Mars 2019 ;73;70;72;€7.000.000
6774;Juventus FIFA 19;28 Février 2019 ;89;83;85;€90.000.000
6775;Inter FIFA 19;28 Février 2019 ;87;82;81;€39.000.000
6776;Naples FIFA 19;28 Février 2019 ;84;83;81;€40.000.000
6777;Lazio Rome FIFA 19;28 Février 2019 ;84;80;79;€17.500.000
6778;AS Rome FIFA 19;28 Février 2019 ;82;80;82;€40.000.000
6779;Milan FIFA 19;28 Février 2019 ;79;80;80;€52.000.000
6780;Torino FIFA 19;28 Février 2019 ;81;76;76;€12.000.000
6781;Atalanta FIFA 19;28 Février 2019 ;80;75;76;€8.000.000
6782;Sampdoria FIFA 19;28 Février 2019 ;79;77;75;€14.000.000
6783;Fiorentina FIFA 19;28 Février 2019 ;78;76;75;€19.500.000
6784;Cagliari FIFA 19;28 Février 2019 ;76;74;74;€6.000.000
6785;Udinese FIFA 19;28 Février 2019 ;76;74;74;€7.000.000
6786;Bologne FIFA 19;28 Février 2019 ;75;75;76;€12.500.000
6787;Sassuolo FIFA 19;28 Février 2019 ;76;74;72;€13.000.000
6788;SPAL FIFA 19;28 Février 2019 ;75;74;72;€4.500.000
6789;Genoa FIFA 19;28 Février 2019 ;74;74;73;€8.500.000
6790;Parma FIFA 19;28 Février 2019 ;74;73;70;€4.000.000
6791;Chievo Vérone FIFA 19;28 Février 2019 ;72;73;72;€4.600.000
6792;Empoli FIFA 19;28 Février 2019 ;74;72;72;€5.000.000
6793;Frosinone FIFA 19;28 Février 2019 ;73;70;72;€7.000.000
6794;Juventus FIFA 19;31 Janvier 2019 ;89;83;85;€90.000.000
6795;Inter FIFA 19;31 Janvier 2019 ;87;81;82;€39.000.000
6796;Naples FIFA 19;31 Janvier 2019 ;84;83;82;€40.000.000
6797;Lazio Rome FIFA 19;31 Janvier 2019 ;84;80;79;€17.500.000
6798;AS Rome FIFA 19;31 Janvier 2019 ;82;80;82;€40.000.000
6799;Milan FIFA 19;31 Janvier 2019 ;80;80;80;€52.000.000
6800;Torino FIFA 19;31 Janvier 2019 ;81;76;76;€12.000.000
6801;Atalanta FIFA 19;31 Janvier 2019 ;80;75;76;€8.000.000
6802;Sampdoria FIFA 19;31 Janvier 2019 ;79;76;75;€14.000.000
6803;Fiorentina FIFA 19;31 Janvier 2019 ;77;77;76;€19.500.000
6804;Cagliari FIFA 19;31 Janvier 2019 ;77;74;73;€6.000.000
6805;Udinese FIFA 19;31 Janvier 2019 ;76;74;74;€7.000.000
6806;Bologne FIFA 19;31 Janvier 2019 ;75;75;76;€12.500.000
6807;Genoa FIFA 19;31 Janvier 2019 ;75;74;73;€8.500.000
6808;SPAL FIFA 19;31 Janvier 2019 ;75;74;72;€4.500.000
6809;Sassuolo FIFA 19;31 Janvier 2019 ;76;73;72;€13.000.000
6810;Chievo Vérone FIFA 19;31 Janvier 2019 ;73;75;72;€4.600.000
6811;Parma FIFA 19;31 Janvier 2019 ;74;73;70;€4.000.000
6812;Frosinone FIFA 19;31 Janvier 2019 ;73;69;72;€7.000.000
6813;Empoli FIFA 19;31 Janvier 2019 ;72;72;74;€5.000.000
6814;Juventus FIFA 19;27 Décembre 2018 ;89;85;85;€90.000.000
6815;Inter FIFA 19;27 Décembre 2018 ;87;81;82;€39.000.000
6816;Naples FIFA 19;27 Décembre 2018 ;84;83;82;€40.000.000
6817;Milan FIFA 19;27 Décembre 2018 ;81;80;80;€52.000.000
6818;Lazio Rome FIFA 19;27 Décembre 2018 ;84;80;79;€17.500.000
